publication_date,negative,positive
1499011200,-0.537,2.881925
1499097600,-0.7904545454545455,2.0645909090909096
1499184000,-0.4206521739130435,1.8903260869565217
1499270400,-0.6122222222222222,2.3426444444444443
1499356800,-0.7785106382978724,2.344255319148936
1499443200,-0.13454545454545455,1.4535454545454547
1499529600,-0.26666666666666666,3.349
1499616000,-0.6726666666666666,2.792533333333333
1499702400,-0.48117647058823526,2.0912941176470587
1499788800,-0.3896428571428571,1.8474642857142858
1499875200,-0.5839024390243903,2.517219512195122
1499961600,-0.5641666666666667,1.9717500000000001
1500048000,-0.5554545454545455,1.8324545454545458
1500134400,-0.6769999999999999,2.4048000000000003
1500220800,-0.7724,2.29218
1500307200,-0.6202127659574469,2.154212765957447
1500393600,-0.6157627118644068,2.292491525423729
1500480000,-0.7881012658227848,2.0533924050632915
1500566400,-0.8465263157894737,1.5456631578947368
1500652800,-0.4011764705882353,1.6300588235294118
1500739200,-0.143125,0.9116249999999999
1500825600,-0.7545454545454545,1.5878181818181818
1500912000,-0.46384615384615385,1.9957884615384616
1500998400,-0.7922222222222222,2.6295833333333336
1501084800,-0.5615217391304348,2.151521739130435
1501171200,-0.6260714285714286,1.7620357142857144
1501257600,-0.4018181818181818,0.4227272727272728
1501344000,-0.8511111111111112,1.486888888888889
1501430400,-0.5509375,2.3095000000000003
1501516800,-0.5750000000000001,1.3835625
1501603200,-0.3011764705882353,1.6114411764705883
1501689600,-0.745,2.2245999999999997
1501776000,-0.8066666666666666,2.0868205128205126
1501862400,-0.18375,1.285125
1501948800,-1.13,2.098
1502035200,-0.8605555555555555,2.020888888888889
1502121600,-0.40625,2.20890625
1502208000,-0.6217142857142858,1.7169999999999999
1502294400,-0.7725581395348837,1.9966744186046512
1502380800,-0.8392105263157895,2.0227894736842105
1502467200,-0.39714285714285713,1.5365714285714287
1502553600,-0.39875,4.16775
1502640000,-0.8289285714285715,2.48875
1502726400,-0.5971428571428571,2.6426
1502812800,-0.7717857142857143,2.11775
1502899200,-0.7761224489795918,1.6698163265306123
1502985600,-0.6912,2.7413600000000002
1503072000,-0.41800000000000004,2.2424
1503158400,-0.33625,2.0965
1503244800,-0.6485185185185186,2.7685185185185186
1503331200,-0.521,2.62028
1503417600,-0.4515789473684211,2.8917894736842102
1503504000,-0.7416666666666667,2.3714166666666667
1503590400,-0.7626086956521739,1.9092608695652173
1503676800,0.0,3.409
1503763200,-0.77,0.9
1503849600,-0.3182758620689655,1.9717586206896551
1503936000,-0.42866666666666664,2.4993
1504022400,-0.48911111111111116,2.3615777777777778
1504108800,-0.7463888888888889,2.829416666666667
1504195200,-0.6774193548387096,2.395032258064516
1504281600,-0.0025,1.18
1504368000,0.0,0.9
1504454400,-1.0375,2.424875
1504540800,-0.7511111111111112,1.9320222222222223
1504627200,-0.593103448275862,2.3074137931034486
1504713600,-0.7921875,2.40978125
1504800000,-0.8241666666666667,2.1096666666666666
1504886400,-0.70625,2.328
1504972800,0.0,1.5743333333333334
1505059200,-0.5549999999999999,2.4466
1505145600,-0.7308333333333333,2.301041666666667
1505232000,-0.6179166666666667,2.3130833333333336
1505318400,-0.8526923076923077,2.4120769230769232
1505404800,-0.6410714285714285,2.49075
1505491200,-0.906,1.5066000000000002
1505577600,-0.484,1.6588
1505664000,-0.3517142857142857,2.3472857142857144
1505750400,-0.6334375,2.056
1505836800,-0.7899999999999999,2.7309772727272725
1505923200,-0.43176470588235294,2.2570882352941175
1506009600,-0.5494736842105263,2.412736842105263
1506096000,-0.26,1.226
1506182400,-0.89,3.4426666666666663
1506268800,-0.6019354838709677,2.819016129032258
1506355200,-0.5521818181818182,2.614309090909091
1506441600,-0.5141025641025642,2.196820512820513
1506528000,-0.6585294117647059,2.6138235294117647
1506614400,-0.4296875,2.3286875
1506700800,-0.25857142857142856,2.3888571428571432
1506787200,-0.7450000000000001,2.2493333333333334
1506873600,-0.592,2.4101500000000002
1506960000,-0.3495121951219512,2.415219512195122
1507046400,-0.43441176470588233,2.1479117647058823
1507132800,-0.37199999999999994,2.257311111111111
1507219200,-0.475,1.8495625
1507305600,-0.33875,0.906
1507392000,-1.2399999999999998,1.7068
1507478400,-0.47789473684210526,2.0863684210526316
1507564800,-0.5451515151515152,1.9575151515151514
1507651200,-0.8308823529411765,2.337411764705882
1507737600,-0.6139024390243902,2.323658536585366
1507824000,-0.43000000000000005,2.135586206896552
1507910400,-0.29916666666666664,1.6495
1507996800,-0.7866666666666666,1.7486666666666668
1508083200,-1.0066666666666666,3.195030303030303
1508169600,-0.9127868852459017,2.1631803278688526
1508256000,-0.5954054054054054,2.558108108108108
1508342400,-0.7010714285714286,2.6526428571428573
1508428800,-0.6492307692307693,1.8456410256410258
1508515200,-0.21125,0.78675
1508601600,-0.72,1.3752857142857142
1508688000,-0.8845238095238095,2.4422142857142854
1508774400,-0.5962790697674418,2.188186046511628
1508860800,-0.764468085106383,2.027595744680851
1508947200,-0.8,2.0778243243243244
1509033600,-0.7055882352941177,2.1972279411764704
1509120000,-0.7177777777777777,1.606111111111111
1509206400,-0.509,1.2622
1509292800,-0.91475,2.843775
1509379200,-0.48714285714285716,2.519257142857143
1509465600,-0.5313725490196078,2.139470588235294
1509552000,-0.6511111111111111,2.3434222222222223
1509638400,-1.0699999999999998,2.5136904761904764
1509724800,-0.312,0.748
1509811200,0.0,1.72425
1509897600,-0.4755263157894737,2.6073684210526316
1509984000,-0.5358823529411765,3.0950196078431373
1510070400,-0.5108510638297873,2.3079787234042555
1510156800,-0.6205,2.1242
1510243200,-0.5208823529411765,1.7891764705882354
1510329600,-0.2075,2.57775
1510416000,-2.5225,3.11325
1510502400,-0.6054285714285714,2.7482571428571427
1510588800,-0.4452631578947368,2.099263157894737
1510675200,-0.5902272727272727,2.5406136363636365
1510761600,-0.6266666666666667,2.310074074074074
1510848000,-0.5188888888888888,2.6224444444444446
1510934400,-0.6133333333333333,1.9156666666666666
1511020800,-0.5437500000000001,2.023625
1511107200,-0.5333333333333333,3.4091851851851853
1511193600,-0.46249999999999997,1.7250277777777778
1511280000,-0.6383870967741935,1.873225806451613
1511366400,-0.35454545454545455,2.275181818181818
1511452800,-0.9791666666666666,1.4831666666666667
1511539200,-1.1124999999999998,3.2830000000000004
1511625600,-0.308,1.5654000000000001
1511712000,-0.66,2.7666666666666666
1511798400,-0.5627777777777778,2.6029444444444447
1511884800,-0.6075,2.2474230769230767
1511971200,-0.7341379310344828,2.4889655172413794
1512057600,-1.1035,2.1590499999999997
1512144000,-0.8916666666666666,4.638333333333333
1512230400,-0.42,3.536
1512316800,-0.8253333333333334,3.4523333333333337
1512403200,-0.6735135135135135,2.473864864864865
1512489600,-0.8697872340425532,2.1367659574468085
1512576000,-0.6734375,2.60328125
1512662400,-0.8382608695652174,2.363086956521739
1512748800,-0.6175,2.2685
1512835200,-0.3614285714285715,3.8487142857142858
1512921600,-0.5655882352941176,3.2693529411764706
1513008000,-0.818125,2.75865625
1513094400,-0.5306451612903226,2.4661612903225802
1513180800,-0.9954054054054053,2.8053513513513515
1513267200,-0.8390625,2.4914375
1513353600,-1.56,0.8400000000000001
1513440000,-1.015,1.1745
1513526400,-0.8694444444444445,3.207944444444445
1513612800,-1.0492682926829269,1.9149024390243905
1513699200,-0.6324242424242424,2.4464545454545457
1513785600,-1.0344827586206897,3.1462068965517243
1513872000,-0.746,2.707866666666667
1513958400,-0.248,1.7221999999999997
1514044800,-0.38,3.566
1514131200,0.0,0.0
1514217600,-0.7565217391304347,2.793217391304348
1514304000,-1.0411111111111113,2.274722222222222
1514390400,-0.7229629629629629,2.3217407407407404
1514476800,-0.8986956521739131,2.8543913043478257
1514563200,-0.4633333333333333,3.4339999999999997
1514649600,-0.6733333333333333,3.3466666666666662
1514822400,-0.48370370370370364,2.2764814814814818
1514908800,-0.7975,2.5120555555555555
1514995200,-0.6892105263157895,2.209263157894737
1515081600,-0.8078048780487804,3.0392682926829266
1515168000,-1.11,3.5343333333333335
1515254400,-0.45999999999999996,0.78225
1515340800,-0.4885294117647059,2.637029411764706
1515427200,-0.9170212765957447,2.013851063829787
1515513600,-0.9909677419354839,2.764
1515600000,-0.6554545454545454,2.1333636363636366
1515686400,-1.0543589743589743,1.9621538461538461
1515772800,-0.4642857142857143,2.602
1515859200,-0.0825,1.4255
1515945600,-0.259,3.2524
1516032000,-0.8472727272727273,2.096681818181818
1516118400,-0.7045714285714286,2.5696857142857144
1516204800,-0.9089285714285714,2.2845
1516291200,-0.7062962962962963,2.714185185185185
1516377600,0.0,0.856
1516464000,-0.33199999999999996,2.7394
1516550400,-0.8853571428571428,2.7288928571428572
1516636800,-0.8115151515151515,2.607666666666667
1516723200,-0.6029787234042553,2.429553191489362
1516809600,-0.7532,2.45228
1516896000,-0.4936111111111111,2.0400833333333335
1516982400,-1.2066666666666668,2.8446666666666665
1517068800,0.0,1.294
1517155200,-0.7668292682926829,2.3880243902439027
1517241600,-0.8147222222222221,2.2410277777777776
1517328000,-0.9500000000000001,1.9533837209302327
1517414400,-1.1750515463917526,2.5997525773195878
1517500800,-0.790909090909091,2.5312121212121212
1517587200,-0.8453333333333333,2.8962
1517673600,-0.22400000000000003,2.3304
1517760000,-0.62375,2.9166499999999997
1517846400,-0.7392,2.13776
1517932800,-0.8914814814814815,2.5270185185185188
1518019200,-1.063529411764706,2.5899117647058825
1518105600,-0.70125,2.3863333333333334
1518192000,-0.17,1.027
1518278400,-1.40875,3.40425
1518364800,-0.6545454545454545,2.464272727272727
1518451200,-0.7440740740740741,3.2244444444444444
1518537600,-0.82,1.85190625
1518624000,-0.6505714285714286,2.461257142857143
1518710400,-1.0857999999999999,3.28142
1518796800,-0.35555555555555557,4.456444444444444
1518883200,-0.364,2.48
1518969600,-0.1758333333333333,1.5961666666666667
1519056000,-0.386,2.8505666666666665
1519142400,-0.19774193548387095,1.2948064516129034
1519228800,-0.8042105263157895,2.602078947368421
1519315200,-0.5780555555555555,2.0762222222222224
1519401600,-0.42545454545454553,3.2572727272727278
1519488000,-0.9625,3.60625
1519574400,-1.199811320754717,2.8306037735849054
1519660800,-0.7530769230769232,2.056596153846154
1519747200,-0.547560975609756,2.5551219512195122
1519833600,-0.963888888888889,2.224611111111111
1519920000,-1.171388888888889,1.8349166666666668
1520006400,-0.8675,2.23875
1520092800,-1.1800000000000002,3.855
1520179200,-0.9974999999999999,2.4318214285714284
1520265600,-0.8279069767441861,2.3180232558139537
1520352000,-0.5591666666666666,1.7743333333333333
1520438400,-0.5294594594594595,2.3021621621621624
1520524800,-0.6874193548387098,3.152064516129032
1520611200,-1.4133333333333333,1.7413333333333334
1520697600,0.0,1.994
1520784000,-0.8548571428571428,3.6778000000000004
1520870400,-0.9426086956521739,2.5848695652173914
1520956800,-0.93,2.3211555555555554
1521043200,-0.6630555555555556,2.545638888888889
1521129600,-0.6561111111111111,2.2444722222222224
1521216000,-0.9400000000000001,4.508
1521302400,0.0,3.8405000000000005
1521388800,-0.6497619047619048,2.7115476190476193
1521475200,-0.8441509433962264,2.1694528301886793
1521561600,-0.6591489361702128,2.0980212765957447
1521648000,-0.642093023255814,3.2355581395348842
1521734400,-0.6831428571428572,2.5866285714285713
1521820800,-0.405,1.7565
1521907200,-0.202,1.2948
1521993600,-0.6709459459459459,2.7510945945945946
1522080000,-0.8024285714285715,2.4153
1522166400,-0.8297560975609757,3.121926829268293
1522252800,-0.7057142857142857,2.169107142857143
1522339200,-0.658695652173913,1.8057391304347827
1522425600,-2.0424999999999995,6.117
1522512000,-0.6957142857142857,2.0255
1522598400,-1.0512820512820513,3.0597435897435896
1522684800,-0.42823529411764705,2.0185882352941174
1522771200,-0.5966,2.72132
1522857600,-0.5502222222222223,2.8136666666666668
1522944000,-0.6017142857142858,2.8013142857142856
1523030400,-1.2114285714285715,3.98
1523116800,-0.8166666666666668,3.188166666666667
1523203200,-0.7016,3.28688
1523289600,-0.6827027027027027,3.2736486486486487
1523376000,-0.8026923076923077,3.527192307692308
1523462400,-0.6278260869565218,3.3353478260869562
1523548800,-0.5436,2.9764800000000005
1523635200,-0.53,2.6109
1523721600,-0.94,2.5196250000000004
1523808000,-0.65,2.4675625
1523894400,-0.9114285714285715,2.865261904761905
1523980800,-0.7999999999999999,2.6259375
1524067200,-0.8888636363636363,3.0601590909090906
1524153600,-0.5493617021276596,2.4632978723404255
1524240000,-0.36,2.8977500000000003
1524326400,-0.3117857142857143,1.8378571428571429
1524412800,-0.93,2.250431818181818
1524499200,-0.9615,2.9438500000000003
1524585600,-1.23,3.2187450980392156
1524672000,-0.9566019417475728,2.403864077669903
1524758400,-0.9482962962962964,2.358311111111111
1524844800,-0.5485714285714286,1.891
1524931200,-0.61,1.3035
1525017600,-0.8800000000000001,3.0281860465116277
1525104000,-0.9762745098039215,3.7920980392156864
1525190400,-0.8646666666666666,2.7610222222222225
1525276800,-0.8309375,3.3869375
1525363200,-1.0613157894736842,2.843736842105263
1525449600,-0.89,3.599833333333333
1525536000,-0.7985714285714286,5.147142857142858
1525622400,-0.786923076923077,2.8314175824175822
1525708800,-0.76,3.5040000000000004
1525795200,-1.3797916666666667,3.6890416666666668
1525881600,-0.5947916666666667,3.4025833333333337
1525968000,-0.8099999999999999,2.5562750000000003
1526054400,-0.99,2.1902500000000003
1526140800,-0.375,3.136
1526227200,-0.8909523809523809,4.16252380952381
1526313600,-0.5673913043478261,3.324521739130435
1526400000,-0.8737209302325581,3.754325581395349
1526486400,-1.1787179487179487,3.3521538461538465
1526572800,-0.8625,3.5617777777777775
1526659200,0.0,1.157
1526745600,-1.055,3.597666666666667
1526832000,-1.088723404255319,3.3526808510638295
1526918400,-0.5982608695652174,2.987260869565217
1527004800,-0.7693333333333333,4.287777777777778
1527091200,-1.0454166666666667,2.9963333333333337
1527177600,-1.009375,3.9714375
1527264000,-0.74,0.4585
1527350400,-0.8283333333333333,4.714666666666667
1527436800,-0.98375,1.88275
1527523200,-0.7106666666666667,2.6694999999999998
1527609600,-0.723,3.09618
1527696000,-0.765,3.0865714285714283
1527782400,-0.5878048780487805,3.474048780487805
1527868800,-2.48,0.943
1527955200,-0.82,2.6852727272727277
1528041600,-0.5819148936170213,3.8000212765957446
1528128000,-0.6520987654320988,3.3841358024691357
1528214400,-0.9244444444444445,3.348466666666667
1528300800,-1.2244897959183674,3.314326530612245
1528387200,-0.6951219512195121,3.262731707317073
1528473600,-1.3853846153846154,5.117307692307692
1528560000,-0.49653846153846154,3.9743846153846154
1528646400,-0.5709302325581396,3.5468604651162794
1528732800,-1.4270967741935485,3.653161290322581
1528819200,-0.7873684210526316,2.8678947368421053
1528905600,-1.1531746031746033,3.2453968253968255
